% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=809592, Wed Dec 27 08:22:47 2023, <python>{}</python>
1 7 21.986848594038495 0 0 16.339999800289192 21.92855459192766 21.940764739943013
2 14 21.948331832272736 0 0 16.732019680773796 21.473125303735955 22.42670677086952
3 21 31.379737924865683 0 0 20.0 31.44076114524329 32.4952062694236
4 28 35.18099716870776 0 0 20.000000000000004 33.333333333333336 33.33333333333333
5 35 40.14422989631393 0 0 20.0 33.333333333333336 33.333333333333336
6 42 37.44328638638024 0 0 18.204447318175088 31.91254646905281 30.744625970980714
7 49 35.30347256152559 0 0 16.36007252750866 31.04418600507286 25.279183800198652
8 56 31.449812533729112 0 0 14.558291622395515 26.184699067690207 21.88963214451593
9 63 24.57369646771679 0 0 10.727169440187797 20.404807654269078 16.503559871561535
10 70 19.314724363913292 0 0 6.9174952018121605 15.868156090377918 12.802501565309223
11 77 17.95210242385253 0 0 6.681790743725817 13.36919380943553 10.9222820236366
12 84 17.751908542922173 0 0 5.976775192061504 13.219907112626936 11.413081849387838
13 91 14.242050800005359 0 0 4.08979034616448 10.592291342026549 8.176170005878292
14 98 13.902395285600301 0 0 4.261775026480566 9.995550992131673 7.438124282248914
15 105 15.863486338198966 0 0 4.49794518230311 11.753153730995113 9.47193886387823
16 112 13.549422331850769 0 0 3.629827667733497 9.94043497151355 7.5221563538903835
17 119 12.419424951034083 0 0 3.439341195713683 8.39323731680591 6.681906644320215
18 126 12.348257268405916 0 0 3.1633728734608004 9.547396377465757 6.565802042835409
19 133 10.116571333505744 0 0 2.355520247157252 7.905584997443974 4.833079337612855
20 140 10.138524216244512 0 0 2.37557669242513 8.227106429788073 4.490026478866494
21 147 11.195392356905902 0 0 2.6884185580540674 9.970186114397443 4.247137233537448
22 154 14.828886304592665 0 0 3.2029816121336028 17.28328496229455 5.523948440582021
23 161 15.904707122007437 0 0 3.321703840486479 17.254070314609592 6.544466125129139
24 168 18.715353697776546 0 0 3.7568216152018516 20.792204803759002 9.476747361356031
25 175 22.73367384685856 0 0 4.929590664810436 23.572692890809268 12.812141813216504
26 182 23.181356484379766 0 0 4.795195273537801 24.773188534192126 12.169277272232438
27 189 24.055742835729326 0 0 4.976543708940373 27.908597012712296 13.464215570538375
28 196 30.92764211072645 0 0 6.787818595212348 33.33333333333333 18.754730494155478
29 203 27.27049188034419 0 0 5.454847991948559 26.329258716253126 15.291706647085507
30 210 28.99354334721956 0 0 6.390215045440205 27.929961043673206 18.294346775686872
31 217 30.804789581245913 0 0 7.03888183662059 30.01462458786392 22.27577694099419
32 224 28.45378442685199 0 0 6.6034874513735184 25.922960712661894 19.86721588365225
33 231 28.02459585234858 0 0 5.975857727353553 25.1233716848052 21.102796461353712
34 238 32.746931253326146 0 0 5.985297288517105 27.905521443836218 24.315590785362442
35 245 32.86313217610287 0 0 5.94545478431518 25.890927891989033 24.898047891007057
36 252 34.30633910449728 0 0 5.980856694774057 26.918609972878357 26.692262606091788
37 259 39.699102354191425 0 0 7.006957346520895 30.74919323542408 27.6491072456785
38 266 41.33173458108243 0 0 7.402355939331023 31.554165595496443 27.03622087009358
39 273 36.005827285144086 0 0 5.741058182898302 26.007568754048346 21.780345656605526
40 280 28.615113064332395 0 0 4.515052321109255 18.42855443083515 17.19601156354359
