% # columns="iteration, evaluation, void, void, void, xmean", seed=809592, Wed Dec 27 08:22:47 2023, <python>{}</python> # scaling_of_variables: 1, typical_x: 0
1 7 0 0 0 43.35923505330458 46.758994720636395 58.24469167472619
2 14 0 0 0 47.800960788103325 54.47279711529982 34.007564304629085
3 21 0 0 0 77.77341098662562 50.14037515131164 16.09218136374305
4 28 0 0 0 86.67270329808424 66.33029932205142 35.94580261599005
5 35 0 0 0 104.75945946348206 64.61598827016674 14.245797050519634
6 42 0 0 0 96.5465666154877 88.86636580996512 37.43367537785286
7 49 0 0 0 95.65688539462319 107.46195927363533 42.3011536094919
8 56 0 0 0 107.60635620555134 85.92727950207106 29.5922325955665
9 63 0 0 0 99.4555581800521 82.15394987884211 32.80310712729203
10 70 0 0 0 101.37322273009606 81.48525511854889 27.417144582872357
11 77 0 0 0 106.64192667262054 73.59608198898654 21.76436233107862
12 84 0 0 0 104.51931982354353 86.23807682177494 35.301423785221665
13 91 0 0 0 105.95230203792214 82.50799701923661 31.66406578522771
14 98 0 0 0 109.65704762452341 81.62115701541221 26.576296410310285
15 105 0 0 0 105.37369836340469 75.56164008165356 36.83407869500925
16 112 0 0 0 108.78355780118054 80.38379766975295 32.88200003412795
17 119 0 0 0 106.940708360896 82.23193038941835 27.715969081308987
18 126 0 0 0 107.44134586722474 72.96629947156376 24.02702261639076
19 133 0 0 0 107.98298042656381 73.08377193582984 25.74284127057348
20 140 0 0 0 106.00991823058918 80.24539824673909 25.24172242639122
21 147 0 0 0 105.19919359705744 88.6675144063475 25.69014704451171
22 154 0 0 0 104.91343859287323 103.17305682697513 27.265091046660164
23 161 0 0 0 104.5307151932168 96.74218643590952 20.99881557435666
24 168 0 0 0 106.81265581902103 86.06450940663555 12.40867520575946
25 175 0 0 0 110.55701605263941 76.74631602746602 3.7962874246560734
26 182 0 0 0 108.21883768913634 101.1752415991054 10.373864144766815
27 189 0 0 0 112.69861843058712 70.20609787609662 -3.0213181580050392
28 196 0 0 0 116.21421162621048 25.348074184753237 -10.105272820765446
29 203 0 0 0 115.91249201239057 43.00958219910435 -11.039401111994522
30 210 0 0 0 120.88625755660935 27.16223518675586 -26.48849870653606
31 217 0 0 0 124.21609048024142 12.379313977706243 -40.45681365611011
32 224 0 0 0 126.48183550991517 1.5946478688448718 -44.50848120556425
33 231 0 0 0 118.66157873021109 34.179211986250905 -15.633209027853358
34 238 0 0 0 120.19296959185358 18.498865878027665 -7.163084722791345
35 245 0 0 0 117.1635041402088 24.09416917879782 3.3650667491344795
36 252 0 0 0 119.63677101487492 14.434192539210825 9.241137969695899
37 259 0 0 0 123.74707863631214 -0.12542456249473055 8.413056351322558
38 266 0 0 0 125.88563696817744 -2.4736183701989147 4.82227928452253
39 273 0 0 0 124.52761535027113 -1.4312332075857541 13.966201903516716
40 280 0 0 0 125.4586540444291 -3.3523823962534864 9.595166179745988
